cliente_id,IBAN,balance
Z8065WZCSH,DE92406580237243817307,128151.135
DAPLF9Y0SO,FR98985955505704813911,39065.572
USH393ZAOM,FR05797579443042854613,235879.267
XWRZ3G8CVJ,DE42835280169543066581,897864.768
TZAZ350IMG,FR84047156999068202773,552860.484
TKCR177URP,FR21257691102122458492,633459.76
NEV1VA69ED,ES04917072765112888372,377708.636
T76Q2AVX9Q,ES38252315737139124504,373056.758
9GU5T5HGIH,DE18751652893081394654,531071.496
HBP0XSJ7DN,DE39617997764962244268,134646.238
PVC98L8W29,DE63167639577284647519,155836.098
R93KX4DM0A,FR97068342933211488570,-81.727
9M1AOIH8OS,ES65223315682580985124,243271.099
963I59JWAD,FR02883175301816215910,91932.034
QRP18UGB2M,FR03665794823889236988,364513.877
LBTPY6ZAVY,ES94191324716487017443,42414.129
K7V1PL5EAL,ES54169477185650058274,422395.617
J78V759E4L,55155018492029453172,-28.409
QM123JN9FV,DE67242796724767350585,-165.608
93OKTVRL8I,DE43945813812635915509,36579.659
0S68PBOA8J,FR27503139166966946210,980409.01
HHYRLG3Y7M,DE27252639690475038121,862707.724
3GU23SE7H2,DE93532820194504420412,-183.089
FY6IW631FK,ES66691345689919364669,555253.906
YVV4I5VYL0,DE66147484231405023957,852941.344
J0H4RCEPIP,ES63214461026638046252,637533.987
8WW89EYOAH,DE63016074060916396918,-44.404
BIDE96EPYS,ES82395799282225689618,467180.793
P6D4SBCTBM,ES21052062229179553624,278130.119
EYI4N6TXZ6,ES92625182599910943546,149551.531
KN61AL99KN,FR10627560777559639689,577172.43
HDX5BOMHFV,ES74599068710515567881,261030.317
N0V0J2EVJN,DE16183260829454827707,268521.948
R7SXXH2VZ3,32691395770666863650,440994.228
S1S92BGWXQ,FR58387539706002062225,568115.238
SX83SPEN0O,FR20674796104014109483,674535.879
SUPEVVEVXI,ES42465302229246301768,-163.804
47SZXWKBAY,ES03787790481334577621,-152.887
6XWFI2N0F8,DE71598028645745348522,836604.785
15FFV05UGI,DE16160951921534563060,-105.632
C5E3VH47X5,FR49966099593868886102,891220.801
NL3WL5KU48,FR88309848151468982305,348289.213
QBO38E5Z0Y,ES01532937345010711170,32788.039
EVBU8QC0KE,FR65523305719280310550,178587.492
07PJ1DR2HK,ES46751771318229640265,592118.247
TM2FIFQI1L,DE33302711570768874900,247310.518
7ADS5KSA6G,FR02019337337091823593,804621.412
9K7LV3UY2E,FR35478237455187794243,870940.504
O62C8WCFE9,FR08355199558254020181,88149.866
H80COYY7TQ,ES25209241104486510246,120030.042
BGW2YESC1F,DE14638617789348875922,-10.8
B2RAEUJ4Z4,ES85812045447760454963,344278.205
KZ8TYSYHLI,ES92727272797337186539,896826.966
ESA30HE9RK,DE51323996741655913236,204053.932
95DMABIAQL,FR12175282846371654257,205712.486
QV6B7J883P,DE40491628843277850462,745837.636
0WDNUUT1ME,FR58910992278313328535,-99.118
GRCXMJPUH7,DE48254414803659482336,351477.81
CAW1MKADR4,DE16849009574337356684,936285.25
CNS1H709LU,FR83323090412286703242,446631.911
YAD086N80J,DE86052758873819358556,50408.121
3KS7DZY61N,DE37173734574351798660,22909.102
ZV9G3CXEWJ,DE51295070094654926963,55443.125
KK2179HPX4,ES73796935666874921164,-150.487
HTE6MGVUSJ,ES37177929272457148119,364377.041
QMZLQPUTSP,DE99148042416232938490,144910.879
WM78X5965Y,ES76657934519466723943,775208.436
5CZQWWK5PB,FR00650880313412933143,468920.59
HCT55VL4HX,ES15307666115745671889,-11.204
MIJDZJHYRC,FR51017302300273606431,562487.591
MNVV18STF6,FR25271346801220983165,954906.747
YAT3YRLBU7,FR08344953780331853599,697986.671
NE8B0T6MXV,ES95490750347390975684,879761.24
8P7Q0Z7HZE,FR01955176154578720785,596700.415
4K44LNMNGI,DE65481134628279747475,509932.193
LHHSUFABEL,ES45265133546308248761,279873.694
ZDLEY2D1C2,94886684316297132973,-146.687
AG6G4IWCKL,FR18956187710457642614,43000.985
V0S75DZASF,ES15298173015708607386,226695.858
IGBZNQQRXH,DE14274749593029431335,964151.487
UF0YQAYWJ0,FR42612284890055540588,192083.531
1F3WYVQRFG,DE56897244474189695559,398182.777
LBBGUVU9FD,DE63704361764766013493,872288.048
6JI6U6JTVA,FR54027856122061028154,115731.968
RKD7F864IE,DE12844786808884055901,-7.429
71B5GRGIA1,FR46594240669003704216,232067.441
30UJDR6G2W,DE96459790156066479290,-116.517
ERCNFD8E52,DE13330925983019736629,306185.227
2MKXK85GDC,ES34273388636131367882,38846.246
IJBUFYPBYG,DE27739807321982961672,-188.507
NNR9VBMZ97,ES08442188826151172946,163029.599
PRJLEYH2RF,FR60211102164426879623,302924.165
WE7M3IW0XM,FR07636255470285595642,217311.754
1E0DOHGU9O,FR61471643202641241322,202041.148
TB6KMKKQ2C,DE60808240165249017313,113417.624
AKCFAL8ZYH,FR92566912315120424794,473960.612
H7TLH6T1MQ,DE59245347286932853260,575535.988
1E3O3E6D0J,FR69769208725655809200,468074.232
I8GFFVY2SY,ES51387401805792849764,502497.934
N1O6UA1L6B,ES54209512724885625522,743613.051
5YATFMBGGM,ES49629909106010158093,973266.928
6N2L5HT79O,FR08296742385537148868,582132.181
0CQBVSV3P0,FR38455858367620867082,369835.42
2HF7X9JX3T,ES40779372128450725829,669954.651
I67X4I1TTR,ES75130049682936689159,356108.365
14WPOQGRNF,ES92397392352930946629,953500.28
RODAPFWNV5,DE18523379424072787026,872538.797
PFPTECYZLE,DE25230593949101435644,112819.465
LDZTBX6CQV,FR06545427387453006710,449607.699
BU6L3XREGD,FR87094028787315272540,30429.543
OWDIW785IP,FR09307035227600956467,518272.545
05K204Q71S,ES75129781878505770504,687948.054
WGEY10KTZ8,ES12787663137454505717,3764.768
PJB95Z1NL9,FR69601360554938231487,-167.258
A1OHM08TCJ,DE72024508108376241318,18730.023
4QJ9BABF3A,DE57305546619563959142,186534.854
YH6WHI0U62,FR27999592499661754821,873269.049
HWFREDMMJ6,ES78966700234896143484,-155.051
Q0WH641HKA,ES06813166111131962957,862534.385
LFV4RR4LJE,FR90023702440077340699,463481.158
EU8Y4X7BJI,DE98690086035269483698,-96.941
AT7BAZWVMR,DE43809979225786547406,329946.41
37GRJWMUNU,DE36480745266650488058,769745.598
NVI58WIOTY,DE53094079919169716365,-116.637
KEW1V75HLY,ES11250691278895743757,136781.876
3XYOH30K58,FR67832172311680257687,579567.096
WEG7N96V7N,FR93235578230400647179,381267.351
Y8UDJQGGGC,DE77062891074778915685,35319.252
5F5A1Z4WT6,FR07853720618075925852,274032.187
56CY5EUDJA,ES75949570454044676530,503919.922
ZWXDGESSB9,DE66573857876642495257,-54.445
E9XCASUNCX,ES08251663645233798494,296019.347
8OLIQ4UJGW,DE39376162210337297262,15089.619
CRXEKVIYF5,ES77509847659476562956,56811.565
VJ72BSN5KY,DE17007732561886888650,425124.815
E8GRFCU1A4,FR15020454665160660940,417146.6
7D5O1R7M8F,FR26550751271359417081,645720.02
AEQF3KU2Y9,DE47846376397432596144,31075.118
4FLNGC2484,ES83781534918085836422,-5.459
XIEP1X7RET,DE91642763671305923048,-57.035
ZS79ICHF48,ES33660592058075057126,931083.588
TCKUJTE7V8,FR69397839063411792496,23026.342
NW41PAYOCA,DE39496700812950207002,-116.523
GT7EN67HFJ,ES28314354455839200720,337307.497
CXHNGHKAAG,DE51192775965996789137,791381.88
8P2CTSOUSN,DE84736773092804724014,540373.112
GP1MXCNJNU,DE71430239845810497193,-120.898
1Q5MJXCZUN,FR51984398214041022387,507408.641
3MC3S8RINK,ES79099542440993462972,540093.958
Z403T13BKG,ES51076596064497457065,-129.56
W7JH2IHSGC,ES61208065905527686659,419391.714
HH8SZPQ7DG,DE68234592412137571824,56526.615
6NQLOP3ZYM,ES31246396245713804378,82256.249
8AFJLIGQGX,FR91829559250976295713,-127.472
FY9A1YGKXR,ES15129533150993881033,281814.656
RKLJHYGH0J,ES04460269756336117738,-134.825
ZHQQAI7664,DE85822985829625425177,430172.17
759Y6ZNSEE,FR07780970063195513397,471673.728
2EW3E9RR3C,ES33550259447109409279,188890.877
ZLHIP2C6BT,ES13251655278406587023,597727.959
HII31D70D8,ES68463427161278535729,898521.121
BGN9AVCZN0,DE71441240727383713991,867892.028
L4PNEQQMAW,ES93601554663206793114,319260.632
EZ095BNKVW,DE17334249489161002190,863150.54
DE23BXI3UA,DE71114860708304865579,69497.984
5HF5PJK4VR,FR90087339791092797683,329057.99
O69TBLDW84,DE76937846406245654269,385200.471
H2KKCAE7TR,DE29643774451756756974,411563.828
XTMTAL3LP9,FR77113307785038334532,536594.321
3H7YZW1QXO,DE58748565684043200021,465981.817
TPWOJ0AI64,FR02774639186641194253,480207.373
YPSYT2WL79,FR73378054603436289245,219899.689
3SXOQBWG2V,FR66922657497628517748,344584.329
N8MLFGO5YR,FR87227633462656861922,179393.113
WC34Q8PDEB,DE43355594414728162449,-124.461
C6R5UKAS8H,ES13880527903538069976,-24.186
2HS4V5A5LW,FR86550823795377889904,963708.895
KA5GLFMLHZ,DE76339403243352445077,168241.833
Q9V2OEDBT3,DE76031960625913872164,-3.387
XF66OCWJQ4,DE31854791103004118566,978000.334
FQDD1PZMSS,FR90111872317165390881,975127.181
YU9UJDCR5F,ES24367984589027184316,120119.147
P9JKA0LP0F,DE60891448990604879421,804071.678
8X5G4KJEKK,ES37730737442882868454,-59.401
QY2X96NEPS,DE41517501220391145883,-123.867
K5NJXHFLPG,DE43561151005284930407,879565.173
ROI8HLC0MW,ES12980826668666992934,572238.272
SRZXQMJRA1,DE46812108646903129332,631689.288
CKYR9FBRJK,DE90250534724750900619,939473.989
5O279R7EFF,DE23968991241509895929,141104.58
V8ZZ1OMWLS,ES21294039861252689734,-137.708
H4Z912QXVH,DE27537415097049090589,868868.971
BWOZLJKGFV,ES29751092732074950320,584015.992
E682P23Q92,FR42679222503834548557,-163.5
32GVP1ZDAY,FR27398802524942266924,194777.7
LVYX2RPBG8,FR40002810649184116052,459736.141
BBH8P1XA0G,FR62447491317521672368,46673.359
E5MF2CEQYA,FR38176942899684264964,-195.781
AAP7FTEG41,DE61553917595460442392,969972.018
Y7TLATSXXR,DE47568681766728450841,403293.515
2TORKSZUNZ,ES51718302213794753193,248693.192
0X6QSIEALF,ES97002413622863428793,304020.045
VN2Q0XUKZH,FR62574914193779128626,-151.531
S4A1R6STCW,DE25846275826895016904,450432.945
WB4QXTXYT4,DE67249538202884160947,395753.448
ZY5WVBQLTG,DE23888977508546170346,864375.991
C5NYJ86J3R,ES83023163044997550598,69602.005
8SVLPR6N06,DE92719464068978895013,633597.945
FS3IRWW16W,ES90600998586409319864,321083.928
HDGSFK9NBM,DE88620149470691327608,640464.334
PQPTSFVVJN,DE87275553963700214947,270751.918
8RPM3VDCOM,DE75680358748267176612,465095.429
MEO955S0XF,ES25506432998587159657,889428.083
PQM0AT0FQD,FR14659251941307306393,339550.91
NC2AND9RJ5,FR27701284851025519490,253914.631
CRPGCAN3B3,FR89966636261606753343,628947.414
27QJ02DRWD,FR94572003376133720665,-161.437
BQ5CH8HDW5,FR81467125949759332471,841984.164
90MZXZUQMO,ES20413500911932240693,74363.495
HI8ZTBIQAH,DE39816082829736650947,205998.989
EX94D7FNRF,DE96558441967965193142,389933.848
W1ACC43TFQ,ES62330669556273476286,-43.11
WQZ0Z8WCML,DE08182755661072350326,763517.873
ULY8TKDNI7,FR00924510429238231794,934044.642
G4NVGSTIZ3,DE37689789703744418721,-175.283
U8L23UIM7U,DE57355267882506204341,-91.642
SOJ4ZCRLP8,ES95717697316906359184,
3S59VX9EUT,ES77767973359505925459,691410.346
KII43E8V5P,ES92701409623491378871,341012.132
2MY7E1W9MP,ES15664997873454714478,583448.071
9XM6TH5ILH,FR53563596555694885144,770886.081
EGMRDLJOIV,FR88306179658563216154,814988.618
XSZ0J38KXI,ES46562473132686748337,808198.8
5TOXRY0XKW,DE67658190227622146262,349135.219
O3IDK5VG1A,ES23461106457703784450,438289.28
FP65WWFSYD,DE32175875288298391614,242107.711
D6V9SCD4R3,FR46510109391123747664,306404.906
O7HQX26NZ9,FR28768922584863353851,-98.403
K1RCFZFGRW,DE50918262960522014670,561169.371
MP9YWN4N26,ES96868051775473968093,719616.252
8XRTVEZ3XB,ES30490493249060927938,868643.824
KNBA91I85M,ES61472410925635251822,466284.071
ZHKHIOWTC8,FR32179107260429523160,100473.606
BQ93SSN84W,DE13613534848535543575,780858.623
F6IWW9T82I,FR76003419420676824565,133749.369
J48XZV5HI2,ES68194320854561719965,270050.73
G4P7N2GRP2,ES59362756200753249862,263670.52
2G20O58I9R,ES51838049733625977990,-112.37
V6SJC7O0ES,FR12745515191697373940,954875.473
35V6VCAJ7Q,FR54618670637651396511,444254.141
DF4442YGK0,DE12669932980979054742,453136.329
OB7UXDKL77,FR86849991418043434628,858046.174
1B5Y86G1YF,DE57792258578504034319,159988.438
EIM7RXVXY2,DE09776582921960637393,949777.884
CFYQC366ZP,FR60789166992912650627,887798.363
CJVKUKI2ZI,DE13533731991416854187,959796.694
K66MVBCDT9,ES53060124131982752246,-95.698
6MNYOTM8OE,FR41861735709473874140,-127.52
RHST7KSW4D,FR65173313308099598572,416471.175
LB7A4Z527H,FR16545285739327150059,260589.186
7NJPEL61IO,FR71668231294772792886,-88.844
R49GSJ0ZJ1,FR47146041089118855289,601224.761
WUQQ5QXI8F,FR83416306861250565531,816277.034
ZC02UCLLQO,FR60697987019387023796,148613.943
M4XKVNXN03,FR94650584643965479131,70840.531
G2IC755E09,DE69135465674640111478,-74.309
SA7LCIXH3F,DE21518587906519343405,192935.366
XZYILD8GON,DE60579814734756716968,955275.151
FYNFIOMUIG,ES49472984600617815892,34720.442
V2LUSS5HEX,DE81693837426864428691,-122.339
98UDNO0HSL,DE52695257542499064083,17766.589
UKWI33WXBU,DE59463655556066175093,719736.168
60K2CRVRYG,ES37297917166016788528,665226.994
55HEDRHGSR,DE79384625359136259642,344674.77
QGZPAJFNXW,FR75245599467143774745,574690.05
1RPTG0KCZT,ES46165826478126946858,-107.687
8A1U9RM8B4,DE55791514029285531292,-24.089
2X4J54YWTT,DE59338643977787065836,563639.947
BDRJXOWZM7,FR61863185207687131543,-39.609
OAWVZCSVRE,ES03017673949354470737,237337.415
3O4VJ7QMKM,ES21078522028311496685,89055.993
WUE5OM842Q,DE07386867174577682360,420484.0
RYS88AB8YV,FR77075443740401063606,275022.404
TWAH6QMO84,DE30008341793979767451,-108.602
FOYMJD0QO9,FR22683712012379870179,701320.852
8WDQTIHYBR,FR03259744611013935917,385347.165
EAXG9ELQQ6,FR12805164861052889391,649917.755
Q2DHMRIP2O,DE69769953055630178149,573628.585
181XXVV5YA,ES84850380703995539591,374591.8
5946SLW624,FR48960495499833647215,387816.78
INDJB3KX9U,FR71878896018246769770,204393.271
22IOQHQZMR,DE98897575442745832637,-192.494
R077BUSGP4,DE37641351426288542490,248191.382
73CKJIXCQ7,DE59475168510444353099,919784.484
5Q6FTL248N,ES68266297905395177496,493076.067
7W02F664N2,ES91022582347772801922,569830.864
VJL9I5D0RU,DE41462629769052662262,693957.022
ET2HMWQP9F,FR35679860208816890857,423518.214
RG0ZU0FN8X,DE04234893517769538875,-90.078
JWAWG2L4JW,ES42903519324681678080,719496.899
D4J2IF7JD4,DE53985289893856555307,813424.293
KZBQB9RWRH,FR10948701241641097550,-27.391
M4JBEDTZCL,ES03930339526285957252,525337.619
622KWXJ9LW,DE72445729826838991815,504195.853
IS04EOPG2W,DE21713273636342518592,956652.624
7K36LP37SD,DE50879382325647263698,-117.275
HCP02VCJN2,DE65102648786992788984,182368.436
62JYGZWHZX,DE96729520714364986812,900996.267
80QYC0PIKE,DE84062657862890791822,504487.218
EZ39G3C46X,ES35209626044148514375,601281.824
9YZHLDSU97,DE81024226787500265020,377524.676
9DK1MRYC1O,DE99627112996927774233,204270.36
YLC39TNX1W,ES66457272704649795416,479925.625
QN7DQIJY6Z,DE73994933304666847537,458623.443
29LECYSKAF,ES29561862594457051921,305753.035
LGV2DA9T2T,FR17553689522835742832,988218.494
Y0D4DQ9KL1,FR94555729994770081054,811332.526
7LGIGGUYS7,DE79299716687232127572,964899.719
NXBHXNSP5R,ES31797885116617663864,705094.509
VHJWZP1L9W,ES87145213073804120782,294264.404
KCUWWFOYKS,DE04023185065759828625,655580.423
PLLFD5UJUH,ES72709274982258531504,378657.058
6YH2J1TKB1,ES66147344217332083288,-195.283
6K1313XW9X,ES67118354635079029815,143067.496
W7JHXP2HSO,ES15823498426384269003,916720.481
9U4ALHBPY5,DE04271282137587833436,300744.44
2175J64A8I,FR71470638734382689286,55528.182
H7CJET0S0Y,FR15274743016803600158,280533.806
MHP979TVGJ,FR82671515499767436776,398180.556
69459G4JG7,FR38169885940756405178,545001.837
Q1IOTGO5LB,ES33550118949904411104,-88.665
Z7UW0MOHV4,DE75472415703011652226,420922.873
9LGAFBYOYP,ES89705037757329355874,-31.722
BY0T52ACLY,FR71422331061236568629,54842.704
ISMNVSX0Q6,DE29812054076903152537,78359.212
8SA0O789DM,FR71429796527648140217,42994.561
C1DFJ2IPUH,DE03153216113837113746,30344.843
8YNY5H33JG,DE88485406912505419952,56683.438
J2YNW1YA3S,DE43729624839157574334,591827.552
GSCUHCVCJ7,ES89586093300001527011,282581.431
9EIIRUYNHI,ES32231121734630269296,-41.576
IH4SDNK28K,ES62361570318287673562,343712.142
F7J1WJG7S3,DE05148555882114749081,672009.542
L01U9RN3SA,DE66752803229864744527,199683.094
V6LMT3QVVH,FR94509858001992755405,753228.234
Q2UNZF4QSQ,ES02005503377233014250,155106.357
O0RYVLX40K,FR93503265971329227309,948028.525
2TR990T5YN,DE66636227617351760286,758999.905
0U8E1U7BC8,FR64683790068879406742,575816.682
KP44VNXF4D,ES69852316818170745720,559409.056
NPIODO04OJ,ES02335654641553874015,83565.328
BNL0UL8RS0,DE41835720497323042713,18078.241
UCJGXTLRU4,DE73907694461057708375,428451.98
U92HI92VFR,FR80756226884965297166,44391.721
XY9F2AVSZD,DE33825159923690006916,297857.271
H8T0VKDV89,FR20151184439848654544,908680.153
U1WVOYS43Y,DE63599445611619725596,915192.101
YA5NA45GPT,FR77231218857714035679,128473.477
Q33D82IEJY,DE17697454097145945268,286128.702
A25T6VI0GA,FR22863776970288660082,783895.623
FYMU8AV78Z,DE64992630159188837008,-31.269
CVUD6IAGL6,ES17744970812267363988,302348.124
8ETRRR3R5O,ES27588115837739099736,943271.232
YAMS8LN5Q4,FR05797868394246050708,428736.998
BC9IKLALJX,FR14816119501955989595,301017.661
GD23NSEQH0,FR51285030805800432720,455997.004
9PRBL6UPI8,DE99802854535950801916,208284.022
RC0U35PRAA,FR79802947161008132586,431960.336
EKNXWM5D74,FR61574894598342270818,310055.021
9U8EFTD7DC,ES59503047821577876789,986441.189
UE1F4UWZPX,DE34899205541284332183,993716.621
TF3DFYNQ0S,DE36810586821478164976,94914.653
QI1NDHQ7AZ,DE94569263381300042509,664887.799
CWUEBZ8BZC,FR13647722813317083577,-99.705
41JPGTM561,FR00780873342294132981,-7.943
UIN11QA207,ES72336601520478505229,566665.377
OG4Q2YWBA1,DE97181240899021322035,366372.495
V8GFYGIVJ8,ES11305512360172568240,323112.309
CDYVS3S8EZ,ES03949184529394742867,253942.17
54Q7CIX1JE,DE34299538475916058868,167087.828
HOBJBCH15R,ES28910518597732176336,150391.44
4LJZGCSSNO,FR25072268685539971718,199149.905
7OVGTSSUMG,ES98090748716701613208,778737.321
D6YKV64JUW,ES82474922569045898394,892818.293
L1V6ESOUZM,ES79507592960538955603,648920.381
OXZPTI775Z,DE49601024471804396384,72364.902
YNLU081597,ES03520183711485250044,890115.371
OGQO187SXK,FR65721946706217409447,237889.612
IG1ZRLWG9O,ES35671949941477160972,737788.068
3PQHD8WWN3,ES93849299666399346234,372535.182
I9O2FD1P4I,ES36744141233378087015,174099.611
PE2VSO3OOZ,FR88408419553474292424,400224.795
WR6MI2WSSC,DE50350353780539519645,290169.365
MRIQ0F044A,FR36633911137384662898,782296.817
LI6ULTMJH2,ES40732381299892371558,
XLW1IAOSS8,DE36381608445235496249,578620.063
DXKR71UGQI,FR81333421179128439083,789979.757
57QEBG5BKK,DE85771875297967555930,262885.18
LBITMLPZLC,DE97044506398100183907,200650.518
R4QHV8RYXQ,DE94800147517841374671,276591.995
NQIBYS7QY0,FR08216633374992935949,939651.689
U29V5I3MJE,FR37686548270679418538,397085.393
4MX0XZBZYP,ES84253488977116016783,-140.308
923VD1K2F0,FR16558570624668905023,248422.423
KWKMBUJ3PG,DE91545028270929401633,967376.284
UK4WQVHRZQ,ES28816186591887985135,811146.135
7POBVK9HTB,FR17808000055582350134,817332.671
6ERH36VN1A,ES73786201828572443933,721346.966
EF5VBB59AN,FR94049603967130211820,426428.359
154BYNPRPX,ES16321507459838070944,297337.195
V33Y53RLUP,FR01070598354788131243,77144.697
9YCF3G5LGG,FR66687797644487812290,-94.634
5FPD64QANE,FR06191422539774297276,225529.639
0XZSMA1AHP,ES63002991051225399760,327632.281
CICR9VPGT5,FR67126366003065500809,304749.148
V5TFP4N5EM,DE85512791591442351426,778271.601
YBJ6OUX5LV,FR96118089904896801921,234457.151
O92B07N8TD,DE07883816030608929724,333853.038
970R0LCIIF,FR85915508574976760933,564752.344
SQAIY44WN7,FR04202060035664214476,234311.381
FWMAVLNZ4R,DE78644741922563089367,402254.685
A8S8ZTHZTK,FR28564392727168228607,-32.865
G8GMXLTSI7,FR72845386029754113114,169159.103
DP9ABMUAZ0,ES43914822336246732681,827216.986
Z8BOU743EJ,FR33766225803086994667,140833.355
IKDSQLD2K9,FR63316005500848635765,675289.522
EIXS9E7N91,ES97929451774515135851,32515.337
75GA6KCXZE,ES20298064254187111726,354554.497
9SQ0E3ZEY4,DE95253114057398538610,-46.927
BGN15ZP0XM,ES14015651971179547802,960000.077
WED20UIJLT,FR92356036282510021223,934737.659
ALNOW5TL80,ES04409388225924676505,717114.591
ASF490CK7M,DE35019143319316888177,110749.982
Y0AEGHF7OD,FR44586313215997366054,962483.744
JEC9EY1O69,ES76389578285975277849,140289.527
6ICQLWT02B,ES82611683182170276892,36884.558
VZSL2242KU,FR29003222351605142774,949649.458
HN7RP1RXIA,ES07839547655886297621,100184.748
TIAELLDRSD,FR30915790469587950454,395608.437
YBFCL0FZX6,ES11534333499940375097,821085.137
1M2VYKL27G,DE12039048360937525681,906539.982
5I33G9MS85,FR76635796690355281889,592572.008
0ZFQM1UDZ4,FR01904173533654913010,-57.633
9H909JUMDM,DE21850576417508007566,-144.685
EM69DC0TEV,FR35322755564113408140,938605.929
AT8AL7CNYX,DE09375364021424522665,664400.327
SSOCVDZ401,FR92837513315457391202,724491.508
CE150PFULN,ES74313205366987673758,393586.415
BSKMLALGCW,FR23758088902386547024,833802.131
A7D0WFIBAL,FR75924235339738668881,578710.755
HQGBEY019H,ES96231318621752205996,365230.713
Q31Q4WMDMP,ES37257350294460969783,269940.688
LDW2SFROFX,FR41076324117496999124,-101.585
IAE6AT7WRN,DE14654155288798132189,955692.316
ANETQRPAKI,FR16370262859375530539,738763.18
XCGF6RC2P6,ES15276633773461894111,384156.22
57NOC9IE3Y,DE60407953564089889188,-102.058
4UR5O6N3T0,DE79575066352723718914,253228.668
EE3INJMY45,DE47913267113327761569,145658.288
GQAFU1RPP9,DE47398348069578463879,27787.602
0GLK5RZVLW,DE73412751216976796631,755781.604
T6K0UNQ66S,DE37994478116767565129,792114.226
J6TIK024Z8,ES08516660056330489313,631766.509
UONYB62GZ8,ES92990534699706232870,508491.968
FD6HDNAAF9,DE69068789247911799894,830623.685
42OOKK127Y,FR02378151334453660857,252022.336
5700IZG87A,ES36735944752837001418,552667.688
67BD6T71JD,FR38311205021820850620,12206.884
LN3PWKUJMO,FR30124997410620488298,713684.767
1PEOX6JU7I,ES55438189180809116799,780788.061
1RTTS5N2KE,ES10191719264352517139,243192.626
LWX18O076V,DE74071228489356734690,-4.542
